"","WKT","id","codigo","nomoficial","alt_izqini","alt_izqfin","alt_derini","alt_derfin","nomanter","nom_mapa","tipo_c","long","sentido","cod_sent","observa","bicisenda","lado_ciclo","recorrid_x","ciclo_obse","tooltip_bi","red_jerarq","red_tp","ffcc","tipo_ffcc","comuna","com_par","com_impar","barrio","barrio_par","barrio_imp"
"508","LINESTRING (-58.3656031633923 -34.6435467648774,-58.365566068429 -34.643789342688,-58.3654655138877 -34.6444486333709)",21390,9015,"IRALA",1602,1700,1601,1699,"","IRALA","CALLE",100.84,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"509","LINESTRING (-58.3654655138877 -34.6444486333709,-58.3669471774635 -34.6445692505774)",21437,20019,"SALVADORES, Cnel.",1102,1200,1101,1199,"SARMIENTO","CNEL. SALVADORES","CALLE",136.5,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"510","LINESTRING (-58.3670740611889 -34.6436791325768,-58.3670532604101 -34.6438350328762,-58.3669471774635 -34.6445692505774)",21438,8010,"HERNANDARIAS",1602,1700,1601,1699,"","HERNANDARIAS","CALLE",99.43,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"511","LINESTRING (-58.3616547693763 -34.6443623470025,-58.3622745509809 -34.6446728643882)",21474,1164,"CALIFORNIA",852,900,851,899,"","CALIFORNIA","CALLE",66.45,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"512","LINESTRING (-58.3669471774635 -34.6445692505774,-58.3685579806868 -34.6447281194873)",21495,20019,"SALVADORES, Cnel.",1202,1300,1201,1299,"SARMIENTO","CNEL. SALVADORES","CALLE",148.73,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"513","LINESTRING (-58.3631330922163 -34.6450585051048,-58.3637793303605 -34.6451295981174)",21639,1164,"CALIFORNIA",952,1000,951,999,"","CALIFORNIA","CALLE",59.77,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"514","LINESTRING (-58.3637793303605 -34.6451295981174,-58.3653358445512 -34.6453007188746)",21677,1164,"CALIFORNIA",1002,1100,1001,1099,"","CALIFORNIA","CALLE",143.97,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"515","LINESTRING (-58.3653358445512 -34.6453007188746,-58.3668178149078 -34.6454636621588)",21725,1164,"CALIFORNIA",1102,1200,1101,1199,"","CALIFORNIA","CALLE",137.07,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"516","LINESTRING (-58.3668178149078 -34.6454636621588,-58.3684256326471 -34.6456402066356)",21772,1164,"CALIFORNIA",1202,1300,1201,1299,"","CALIFORNIA","CALLE",148.71,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"517","LINESTRING (-58.3667010762482 -34.6462713926862,-58.3683093476726 -34.6464371643178)",22021,3116,"CERRI, DANIEL, Gral.",1202,1300,1201,1299,"PRESIDENTE","GRAL. DANIEL CERRI","CALLE",148.59,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"518","LINESTRING (-58.3652104691205 -34.6461222439652,-58.3650251618099 -34.6473259768234)",22283,9015,"IRALA",1902,2000,1901,1999,"","IRALA","CALLE",134.61,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"519","LINESTRING (-58.3667010762482 -34.6462713926862,-58.3665047894914 -34.6476287821622)",22371,8010,"HERNANDARIAS",1902,2000,1901,1999,"","HERNANDARIAS","CALLE",151.66,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"520","LINESTRING (-58.3650251618099 -34.6473259768234,-58.3648754868704 -34.6482979757264)",22532,9015,"IRALA",2002,2100,2001,2099,"","IRALA","CALLE",108.7,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"521","LINESTRING (-58.3648754868704 -34.6482979757264,-58.3653293308404 -34.6487375696324)",22636,13072,"DON PEDRO DE MENDOZA AV.",3202,3300,3201,3299,"","AV.DON PEDRO DE MENDOZA","AVENIDA",64.11,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"522","LINESTRING (-58.3653293308404 -34.6487375696324,-58.3654513457399 -34.6488204850798,-58.3661365589147 -34.6491830777514,-58.3676847113751 -34.6499532504416)",22933,13072,"DON PEDRO DE MENDOZA AV.",3302,3400,3301,3399,"","AV.DON PEDRO DE MENDOZA","AVENIDA",254.74,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"523","LINESTRING (-58.3664557513913 -34.6181188818719,-58.3670937144401 -34.6181698097988,-58.3672880731436 -34.618195315339)",13935,5087,"ESTADOS UNIDOS",2,100,1,99,"","ESTADOS UNIDOS","CALLE",76.83,"DECRECIENTE",-1,"Asignación de Sentido único de Circulación de O a E según Ley n° 4391 publicada en Boletín Oficial 4077 del 18/01/2013","Ciclovías","","","Construcción Año 2012","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"524","LINESTRING (-58.366194624662 -34.6204208846995,-58.3654972351137 -34.6203656779704)",27535,0,"LANGER, MARIE",0,0,0,0,"","MARIE LANGER","CALLE",63.95,"EN OBRA",10,"Denominación según Ley 1438 publicada en B.O. 2037 del 1/10/2004 - Cierre de paso a partir del 24/01/2018 por Obras del Paseo del Bajo: Antes Creciente","-","","","","","VÍA LOCAL","","SI","Paso a Nivel",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"525","LINESTRING (-58.3611471260427 -34.6466939120902,-58.3618388859999 -34.6474584387909,-58.3619532542466 -34.6475884644015,-58.3621191494509 -34.6478112798057,-58.3622016489352 -34.6478709261181,-58.3623083627612 -34.647919395168,-58.3625424434964 -34.6479907160688,-58.3627214429212 -34.6480193147432,-58.3629693293834 -34.6480195189461,-58.3632310922097 -34.6479600152995,-58.3634653137306 -34.6479146435756,-58.3636099346604 -34.6479034237809,-58.363744224346 -34.6479092377553,-58.3639197368957 -34.6479322684047,-58.3640736686111 -34.6479736616554,-58.3641963086411 -34.6480305223527,-58.3643814554856 -34.6480495460539,-58.3645312570241 -34.6480531182066,-58.3645998254889 -34.6480772584023,-58.364772445851 -34.6481685254036,-58.3648754868704 -34.6482979757264)",22420,13072,"DON PEDRO DE MENDOZA AV.",2902,3200,2901,3199,"","AV.DON PEDRO DE MENDOZA","AVENIDA",426.56,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","SI","Paso a Nivel",4,4,4,"BOCA","BOCA","BOCA"
"526","LINESTRING (-58.3656703928655 -34.6273312471784,-58.3653625226675 -34.6275353687172,-58.3651022258543 -34.6277079077303,-58.3646720046434 -34.6279931974021)",16522,14013,"NECOCHEA",202,300,201,299,"","NECOCHEA","CALLE",117.37,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","SI","Paso a Nivel",4,4,4,"BOCA","BOCA","BOCA"
"527","LINESTRING (-58.37025704891 -34.6065228632399,-58.3703770408143 -34.6065277664175,-58.3708715917672 -34.6065628608603)",10761,13094,"MITRE, BARTOLOME",202,300,201,299,"PIEDAD","BARTOLOME MITRE","CALLE",56.5503097003716,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"528","LINESTRING (-58.3663065006477 -34.6266939310026,-58.366245239587 -34.6268471937623,-58.3661266109797 -34.6270287209575,-58.3656703928655 -34.6273312471784)",16373,14013,"NECOCHEA",102,200,101,199,"","NECOCHEA","CALLE",94.43,"DECRECIENTE",-1,"","Ciclovías","","","Construcción Año 2015","Ciclovía","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"529","LINESTRING (-58.3780445865587 -34.6272412177232,-58.3784971680211 -34.6274876013411)",27588,2111,"BRASIL",974,1000,975,999,"","BRASIL","CALLE",49.7,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"530","LINESTRING (-58.3659999776217 -34.5982650493677,-58.3658523129412 -34.5982987929111,-58.3650942569266 -34.5982393592768)",8615,7135,"GRIERSON, CECILIA",0,0,201,299,"","CECILIA GRIERSON","CALLE",83.9032753596951,"CRECIENTE",1,"Separación de ejes pares e impares en Septiembre 2018. Antes figuraba sentido Doble","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"531","LINESTRING (-58.3637215607792 -34.5983414810758,-58.3635351081291 -34.5989371829243)",8770,4046,"DE LOS ITALIANOS AV.",72,100,71,99,"","AV. DE LOS ITALIANOS","AVENIDA",68.26,"CRECIENTE",1,"Alturas cargadas por USIG en Abril de 2017 en base a Callejero de Planeamiento - MDU","-","","","","","VÍA LOCAL","SI","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"532","LINESTRING (-58.3641450427308 -34.5981466750243,-58.3641804495312 -34.5982864239896,-58.3641153478303 -34.5988176764865,-58.3640373643853 -34.5989610106674)",8780,30061,"MANSO JUANA",2,100,1,99,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",92.5104094681781,"CRECIENTE",1,"Separación de ejes pares e impares en Septiembre 2018. Antes figuraba sentido Doble","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"533","LINESTRING (-58.3681207153313 -34.5984364015967,-58.3678549501175 -34.5992302906232)",8840,30060,"MOREAU DE JUSTO, ALICIA AV.",2,100,1,99,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",91.38,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"534","LINESTRING (-58.3678549501175 -34.5992302906232,-58.3675309688863 -34.6001362476472)",9078,30060,"MOREAU DE JUSTO, ALICIA AV.",102,150,101,149,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",104.81,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"535","LINESTRING (-58.3638711186543 -34.6004169091472,-58.3637857659194 -34.600989953639)",9325,30061,"MANSO JUANA",252,300,251,299,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",63.6345322705434,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"536","LINESTRING (-58.3675309688863 -34.6001362476472,-58.3673691422987 -34.6016293822218)",9477,30060,"MOREAU DE JUSTO, ALICIA AV.",152,250,151,249,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",166.31,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"537","LINESTRING (-58.3703754795873 -34.601888966095,-58.3704057073031 -34.6015887734024,-58.3705109061535 -34.6006532057048)",9555,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",137.653098069875,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"538","LINESTRING (-58.3637857659194 -34.600989953639,-58.3636771001131 -34.6019838233052)",9573,30061,"MANSO JUANA",302,400,301,399,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",110.71,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"539","LINESTRING (-58.3702676903265 -34.603006224301,-58.3703181238898 -34.6024585082517,-58.3703754795873 -34.601888966095)",9882,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",124.338615810817,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"540","LINESTRING (-58.3635443215254 -34.6031978170354,-58.3633838304606 -34.6047912297106)",10330,30061,"MANSO JUANA",502,700,501,699,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",177.38,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"541","LINESTRING (-58.3663846132164 -34.6051540073753,-58.3655721852118 -34.605147373354,-58.3648813544972 -34.6050901271229)",10415,7115,"GUEMES, MACACHA",102,200,101,199,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",138.21,"DOBLE",2,"no corresponde número 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"542","LINESTRING (-58.3679254851759 -34.6051733204175,-58.3672929351811 -34.6051347899818,-58.3672179036319 -34.6051519598632,-58.3669667978221 -34.6051900440434)",10420,7115,"GUEMES, MACACHA",2,50,1,49,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",88.7353958787857,"CRECIENTE",1,"Asignación Sentido Circulación de O a E según R 71/SSTYTRA/18 en BO 5324 del 28/02/2018 mientras duren Obras del Paseo del Bajo (Antes Doble)","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","SI","Paso a Nivel",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"543","LINESTRING (-58.3669667978221 -34.6051900440434,-58.366791726224 -34.6051982977937,-58.3666511064981 -34.6051876929893,-58.3663846132164 -34.6051540073753)",10424,7115,"GUEMES, MACACHA",52,100,51,99,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",53.7642258063204,"DOBLE",2,"corrección númeración 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"544","LINESTRING (-58.3672426628504 -34.6027454258725,-58.3669667978221 -34.6051900440434)",10444,30060,"MOREAU DE JUSTO, ALICIA AV.",352,700,351,699,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",272.367824483637,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"545","LINESTRING (-58.3641186908115 -34.6052778925047,-58.3633083762984 -34.6052125119018)",10452,7115,"GUEMES, MACACHA",0,0,301,399,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",74.68,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"546","LINESTRING (-58.370057689775 -34.6053477878397,-58.3701599071232 -34.6041917226271)",10470,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",128.591498784213,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"547","LINESTRING (-58.3633083762984 -34.6052125119018,-58.3631557963916 -34.6065232502361)",10757,30061,"MANSO JUANA",702,800,701,799,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",146.08,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"548","LINESTRING (-58.3618853348305 -34.6116050159284,-58.3600767995296 -34.6114557851674,-58.3598380243793 -34.611483163605)",12093,23484,"VILLAFLOR, AZUCENA",502,620,0,0,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",188.82,"DECRECIENTE",-1,"corrección númeración 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"549","LINESTRING (-58.3626884139589 -34.610518015804,-58.3625454807716 -34.6116522536414)",30253,30061,"MANSO JUANA",1102,1200,1101,1199,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",126.509047995864,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"550","LINESTRING (-58.3615002947655 -34.6120583631416,-58.3597925234572 -34.6119349481607)",12226,23484,"VILLAFLOR, AZUCENA",0,0,501,619,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",157.24,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"551","LINESTRING (-58.365597010477 -34.6120929103006,-58.3650122063617 -34.6120749755518,-58.3647091781034 -34.6120483926763,-58.363887700555 -34.6119814203479)",12234,23484,"VILLAFLOR, AZUCENA",0,0,0,0,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",157.34,"DOBLE",2,"no corresponde número 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"552","LINESTRING (-58.3671316521046 -34.6121601164179,-58.3668439494886 -34.6121380580248,-58.3666134593153 -34.6121390023537,-58.366294836312 -34.6121119205533)",12302,23484,"VILLAFLOR, AZUCENA",2,50,1,49,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",77.017650271858,"EN OBRA",10,"Cierre de paso a partir del 24/01/2018 por Obras del Paseo del Bajo. Antes Doble","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","SI","Paso a Nivel",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"553","LINESTRING (-58.3623415107663 -34.6121218094575,-58.3622015367719 -34.6134800209062)",12592,30061,"MANSO JUANA",1202,1400,0,0,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",151.22,"DECRECIENTE",-1,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"554","LINESTRING (-58.3625352708558 -34.612136406451,-58.3623875505521 -34.6134931328224)",12596,30061,"MANSO JUANA",0,0,1201,1399,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",151.12,"CRECIENTE",1,"corrección numeración 29-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"555","LINESTRING (-58.358681121862 -34.6125904217424,-58.3602364408043 -34.6137111260857)",12662,12573,"LANTERI JULIETA",1202,1400,1201,1399,"","JULIETA LANTERI","CALLE",189.23,"DOBLE",2,"corrección numeración 29-1","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"556","LINESTRING (-58.366294836312 -34.6121119205533,-58.3663458248585 -34.6127321779484,-58.3660098879802 -34.6155033541869,-58.3660032503701 -34.6155708145236)",13174,30060,"MOREAU DE JUSTO, ALICIA AV.",1202,1500,1201,1499,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",385.431134443495,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"557","LINESTRING (-58.3602364408043 -34.6137111260857,-58.3604769585499 -34.6139400643341,-58.3606073847599 -34.6141334864974,-58.3606964647501 -34.6143552543891,-58.3607306114898 -34.6145712717382,-58.360716581633 -34.6147588679321,-58.3606268502417 -34.6150657681208,-58.3602926194946 -34.6160184559465)",13334,12573,"LANTERI JULIETA",1402,1600,1401,1599,"","JULIETA LANTERI","CALLE",274.22,"DOBLE",2,"corrección numeración 29-1","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"558","LINESTRING (-58.3620606595735 -34.6148066110214,-58.3618959290339 -34.6161316315399)",13363,30061,"MANSO JUANA",1502,1600,0,0,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",147.77,"DECRECIENTE",-1,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"559","LINESTRING (-58.3586243419414 -34.611611350103,-58.3585747780506 -34.6116744735693,-58.3585224917937 -34.6117325984479,-58.358479404624 -34.6117906607839,-58.3584366532306 -34.6118525966825,-58.3568495995014 -34.6163552227053)",13414,1155,"ACHAVAL RODRIGUEZ, T., DR. AV.",1122,1400,1121,1399,"AV. COSTANERA 9 DE JULIO","AV. DR.T. ACHAVAL RODRIGUEZ","AVENIDA",552.13,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"560","LINESTRING (-58.358681121862 -34.6125904217424,-58.3582137826647 -34.6164872521117,-58.3580818381718 -34.6171610198269)",13639,20030,"CALABRIA AV.",0,0,0,0,"SANCHEZ, FLORENCIO","AV.CALABRIA","AVENIDA",510.14,"DOBLE",2,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","SI","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
